Body,mass,x,y,vx,vy
4,34.000000,5.285000,15.565000,0.100000,0.900000
1,10.000000,12.900000,3.870000,1.000000,0.300000
2,40.000000,8.450000,27.800000,0.500000,2.000000
3,30.000000,24.930000,30.090000,1.700000,2.100000
4,34.000000,5.290000,15.610000,0.100000,0.900000
1,10.000000,12.950000,3.885000,1.000000,0.300000
2,40.000000,8.475000,27.900000,0.500000,2.000000
3,30.000000,25.015000,30.195000,1.700000,2.100000
4,34.000000,5.295000,15.655000,0.100000,0.900000
1,10.000000,13.000000,3.900000,1.000000,0.300000
2,40.000000,8.500000,28.000000,0.500000,2.000000
3,30.000000,25.100000,30.300000,1.700000,2.100000
4,34.000000,5.300000,15.700000,0.100000,0.900000
1,10.000000,13.050000,3.915000,1.000000,0.300000
2,40.000000,8.525000,28.100000,0.500000,2.000000
3,30.000000,25.185000,30.405000,1.700000,2.100000
4,34.000000,5.305000,15.745000,0.100000,0.900000
1,10.000000,13.100000,3.930000,1.000000,0.300000
2,40.000000,8.550000,28.200000,0.500000,2.000000
3,30.000000,25.270000,30.510000,1.700000,2.100000
4,34.000000,5.310000,15.790000,0.100000,0.900000
1,10.000000,13.150000,3.945000,1.000000,0.300000
2,40.000000,8.575000,28.300000,0.500000,2.000000
3,30.000000,25.355000,30.615000,1.700000,2.100000
4,34.000000,5.315000,15.835000,0.100000,0.900000
1,10.000000,13.200000,3.960000,1.000000,0.300000
2,40.000000,8.600000,28.400000,0.500000,2.000000
3,30.000000,25.440000,30.720000,1.700000,2.100000
4,34.000000,5.320000,15.880000,0.100000,0.900000
1,10.000000,13.250000,3.975000,1.000000,0.300000
2,40.000000,8.625000,28.500000,0.500000,2.000000
3,30.000000,25.525000,30.825000,1.700000,2.100000
4,34.000000,5.325000,15.925000,0.100000,0.900000
1,10.000000,13.300000,3.990000,1.000000,0.300000
2,40.000000,8.650000,28.600000,0.500000,2.000000
3,30.000000,25.610000,30.930000,1.700000,2.100000
4,34.000000,5.330000,15.970000,0.100000,0.900000
1,10.000000,13.350000,4.005000,1.000000,0.300000
2,40.000000,8.675000,28.700000,0.500000,2.000000
3,30.000000,25.695000,31.035000,1.700000,2.100000
4,34.000000,5.335000,16.015000,0.100000,0.900000
1,10.000000,13.400000,4.020000,1.000000,0.300000
2,40.000000,8.700000,28.800000,0.500000,2.000000
3,30.000000,25.780000,31.140000,1.700000,2.100000
4,34.000000,5.340000,16.060000,0.100000,0.900000
1,10.000000,13.450000,4.035000,1.000000,0.300000
2,40.000000,8.725000,28.900000,0.500000,2.000000
3,30.000000,25.865000,31.245000,1.700000,2.100000
4,34.000000,5.345000,16.105000,0.100000,0.900000
1,10.000000,13.500000,4.050000,1.000000,0.300000
2,40.000000,8.750000,29.000000,0.500000,2.000000
3,30.000000,25.950000,31.350000,1.700000,2.100000
4,34.000000,5.350000,16.150000,0.100000,0.900000
1,10.000000,13.550000,4.065000,1.000000,0.300000
2,40.000000,8.775000,29.100000,0.500000,2.000000
3,30.000000,26.035000,31.455000,1.700000,2.100000
4,34.000000,5.355000,16.195000,0.100000,0.900000
1,10.000000,13.600000,4.080000,1.000000,0.300000
2,40.000000,8.800000,29.200000,0.500000,2.000000
3,30.000000,26.120000,31.560000,1.700000,2.100000
4,34.000000,5.360000,16.240000,0.100000,0.900000
1,10.000000,13.650000,4.095000,1.000000,0.300000
2,40.000000,8.825000,29.300000,0.500000,2.000000
3,30.000000,26.205000,31.665000,1.700000,2.100000
4,34.000000,5.365000,16.285000,0.100000,0.900000
1,10.000000,13.700000,4.110000,1.000000,0.300000
2,40.000000,8.850000,29.400000,0.500000,2.000000
3,30.000000,26.290000,31.770000,1.700000,2.100000
4,34.000000,5.370000,16.330000,0.100000,0.900000
1,10.000000,13.750000,4.125000,1.000000,0.300000
2,40.000000,8.875000,29.500000,0.500000,2.000000
3,30.000000,26.375000,31.875000,1.700000,2.100000
4,34.000000,5.375000,16.375000,0.100000,0.900000
1,10.000000,13.800000,4.140000,1.000000,0.300000
2,40.000000,8.900000,29.600000,0.500000,2.000000
3,30.000000,26.460000,31.980000,1.700000,2.100000
4,34.000000,5.380000,16.420000,0.100000,0.900000
1,10.000000,13.850000,4.155000,1.000000,0.300000
2,40.000000,8.925000,29.700000,0.500000,2.000000
3,30.000000,26.545000,32.085000,1.700000,2.100000
4,34.000000,5.385000,16.465000,0.100000,0.900000
1,10.000000,13.900000,4.170000,1.000000,0.300000
2,40.000000,8.950000,29.800000,0.500000,2.000000
3,30.000000,26.630000,32.190000,1.700000,2.100000
4,34.000000,5.390000,16.510000,0.100000,0.900000
1,10.000000,13.950000,4.185000,1.000000,0.300000
2,40.000000,8.975000,29.900000,0.500000,2.000000
3,30.000000,26.715000,32.295000,1.700000,2.100000
4,34.000000,5.395000,16.555000,0.100000,0.900000
1,10.000000,14.000000,4.200000,1.000000,0.300000
2,40.000000,9.000000,30.000000,0.500000,2.000000
3,30.000000,26.800000,32.400000,1.700000,2.100000
4,34.000000,5.400000,16.600000,0.100000,0.900000
1,10.000000,14.050000,4.215000,1.000000,0.300000
2,40.000000,9.025000,30.100000,0.500000,2.000000
3,30.000000,26.885000,32.505000,1.700000,2.100000
4,34.000000,5.405000,16.645000,0.100000,0.900000
1,10.000000,14.100000,4.230000,1.000000,0.300000
2,40.000000,9.050000,30.200000,0.500000,2.000000
3,30.000000,26.970000,32.610000,1.700000,2.100000
4,34.000000,5.410000,16.690000,0.100000,0.900000
1,10.000000,14.150000,4.245000,1.000000,0.300000
2,40.000000,9.075000,30.300000,0.500000,2.000000
3,30.000000,27.055000,32.715000,1.700000,2.100000
4,34.000000,5.415000,16.735000,0.100000,0.900000
1,10.000000,14.200000,4.260000,1.000000,0.300000
2,40.000000,9.100000,30.400000,0.500000,2.000000
3,30.000000,27.140000,32.820000,1.700000,2.100000
4,34.000000,5.420000,16.780000,0.100000,0.900000
1,10.000000,14.250000,4.275000,1.000000,0.300000
2,40.000000,9.125000,30.500000,0.500000,2.000000
3,30.000000,27.225000,32.925000,1.700000,2.100000
4,34.000000,5.425000,16.825000,0.100000,0.900000
1,10.000000,14.300000,4.290000,1.000000,0.300000
2,40.000000,9.150000,30.600000,0.500000,2.000000
3,30.000000,27.310000,33.030000,1.700000,2.100000
4,34.000000,5.430000,16.870000,0.100000,0.900000
1,10.000000,14.350000,4.305000,1.000000,0.300000
2,40.000000,9.175000,30.700000,0.500000,2.000000
3,30.000000,27.395000,33.135000,1.700000,2.100000
4,34.000000,5.435000,16.915000,0.100000,0.900000
1,10.000000,14.400000,4.320000,1.000000,0.300000
2,40.000000,9.200000,30.800000,0.500000,2.000000
3,30.000000,27.480000,33.240000,1.700000,2.100000
4,34.000000,5.440000,16.960000,0.100000,0.900000
1,10.000000,14.450000,4.335000,1.000000,0.300000
2,40.000000,9.225000,30.900000,0.500000,2.000000
3,30.000000,27.565000,33.345000,1.700000,2.100000
4,34.000000,5.445000,17.005000,0.100000,0.900000
1,10.000000,14.500000,4.350000,1.000000,0.300000
2,40.000000,9.250000,31.000000,0.500000,2.000000
3,30.000000,27.650000,33.450000,1.700000,2.100000
4,34.000000,5.450000,17.050000,0.100000,0.900000
1,10.000000,14.550000,4.365000,1.000000,0.300000
2,40.000000,9.275000,31.100000,0.500000,2.000000
3,30.000000,27.735000,33.555000,1.700000,2.100000
4,34.000000,5.455000,17.095000,0.100000,0.900000
1,10.000000,14.600000,4.380000,1.000000,0.300000
2,40.000000,9.300000,31.200000,0.500000,2.000000
3,30.000000,27.820000,33.660000,1.700000,2.100000
4,34.000000,5.460000,17.140000,0.100000,0.900000
1,10.000000,14.650000,4.395000,1.000000,0.300000
2,40.000000,9.325000,31.300000,0.500000,2.000000
3,30.000000,27.905000,33.765000,1.700000,2.100000
4,34.000000,5.465000,17.185000,0.100000,0.900000
1,10.000000,14.700000,4.410000,1.000000,0.300000
2,40.000000,9.350000,31.400000,0.500000,2.000000
3,30.000000,27.990000,33.870000,1.700000,2.100000
4,34.000000,5.470000,17.230000,0.100000,0.900000
1,10.000000,14.750000,4.425000,1.000000,0.300000
2,40.000000,9.375000,31.500000,0.500000,2.000000
3,30.000000,28.075000,33.975000,1.700000,2.100000
4,34.000000,5.475000,17.275000,0.100000,0.900000
1,10.000000,14.800000,4.440000,1.000000,0.300000
2,40.000000,9.400000,31.600000,0.500000,2.000000
3,30.000000,28.160000,34.080000,1.700000,2.100000
4,34.000000,5.480000,17.320000,0.100000,0.900000
1,10.000000,14.850000,4.455000,1.000000,0.300000
2,40.000000,9.425000,31.700000,0.500000,2.000000
3,30.000000,28.245000,34.185000,1.700000,2.100000
4,34.000000,5.485000,17.365000,0.100000,0.900000
1,10.000000,14.900000,4.470000,1.000000,0.300000
2,40.000000,9.450000,31.800000,0.500000,2.000000
3,30.000000,28.330000,34.290000,1.700000,2.100000
4,34.000000,5.490000,17.410000,0.100000,0.900000
1,10.000000,14.950000,4.485000,1.000000,0.300000
2,40.000000,9.475000,31.900000,0.500000,2.000000
3,30.000000,28.415000,34.395000,1.700000,2.100000
4,34.000000,5.495000,17.455000,0.100000,0.900000
1,10.000000,15.000000,4.500000,1.000000,0.300000
2,40.000000,9.500000,32.000000,0.500000,2.000000
3,30.000000,28.500000,34.500000,1.700000,2.100000
4,34.000000,5.500000,17.500000,0.100000,0.900000
1,10.000000,15.050000,4.515000,1.000000,0.300000
2,40.000000,9.525000,32.100000,0.500000,2.000000
3,30.000000,28.585000,34.605000,1.700000,2.100000
4,34.000000,5.505000,17.545000,0.100000,0.900000
1,10.000000,15.100000,4.530000,1.000000,0.300000
2,40.000000,9.550000,32.200000,0.500000,2.000000
3,30.000000,28.670000,34.710000,1.700000,2.100000
4,34.000000,5.510000,17.590000,0.100000,0.900000
1,10.000000,15.150000,4.545000,1.000000,0.300000
2,40.000000,9.575000,32.300000,0.500000,2.000000
3,30.000000,28.755000,34.815000,1.700000,2.100000
4,34.000000,5.515000,17.635000,0.100000,0.900000
1,10.000000,15.200000,4.560000,1.000000,0.300000
2,40.000000,9.600000,32.400000,0.500000,2.000000
3,30.000000,28.840000,34.920000,1.700000,2.100000
4,34.000000,5.520000,17.680000,0.100000,0.900000
1,10.000000,15.250000,4.575000,1.000000,0.300000
2,40.000000,9.625000,32.500000,0.500000,2.000000
3,30.000000,28.925000,35.025000,1.700000,2.100000
4,34.000000,5.525000,17.725000,0.100000,0.900000
1,10.000000,15.300000,4.590000,1.000000,0.300000
2,40.000000,9.650000,32.600000,0.500000,2.000000
3,30.000000,29.010000,35.130000,1.700000,2.100000
4,34.000000,5.530000,17.770000,0.100000,0.900000
1,10.000000,15.350000,4.605000,1.000000,0.300000
2,40.000000,9.675000,32.700000,0.500000,2.000000
3,30.000000,29.095000,35.235000,1.700000,2.100000
4,34.000000,5.535000,17.815000,0.100000,0.900000
1,10.000000,15.400000,4.620000,1.000000,0.300000
2,40.000000,9.700000,32.800000,0.500000,2.000000
3,30.000000,29.180000,35.340000,1.700000,2.100000
4,34.000000,5.540000,17.860000,0.100000,0.900000
1,10.000000,15.450000,4.635000,1.000000,0.300000
2,40.000000,9.725000,32.900000,0.500000,2.000000
3,30.000000,29.265000,35.445000,1.700000,2.100000
4,34.000000,5.545000,17.905000,0.100000,0.900000
1,10.000000,15.500000,4.650000,1.000000,0.300000
2,40.000000,9.750000,33.000000,0.500000,2.000000
3,30.000000,29.350000,35.550000,1.700000,2.100000
4,34.000000,5.550000,17.950000,0.100000,0.900000
1,10.000000,15.550000,4.665000,1.000000,0.300000
2,40.000000,9.775000,33.100000,0.500000,2.000000
3,30.000000,29.435000,35.655000,1.700000,2.100000
4,34.000000,5.555000,17.995000,0.100000,0.900000
1,10.000000,15.600000,4.680000,1.000000,0.300000
2,40.000000,9.800000,33.200000,0.500000,2.000000
3,30.000000,29.520000,35.760000,1.700000,2.100000
4,34.000000,5.560000,18.040000,0.100000,0.900000
1,10.000000,15.650000,4.695000,1.000000,0.300000
2,40.000000,9.825000,33.300000,0.500000,2.000000
3,30.000000,29.605000,35.865000,1.700000,2.100000
4,34.000000,5.565000,18.085000,0.100000,0.900000
1,10.000000,15.700000,4.710000,1.000000,0.300000
2,40.000000,9.850000,33.400000,0.500000,2.000000
3,30.000000,29.690000,35.970000,1.700000,2.100000
4,34.000000,5.570000,18.130000,0.100000,0.900000
1,10.000000,15.750000,4.725000,1.000000,0.300000
2,40.000000,9.875000,33.500000,0.500000,2.000000
3,30.000000,29.775000,36.075000,1.700000,2.100000
4,34.000000,5.575000,18.175000,0.100000,0.900000
1,10.000000,15.800000,4.740000,1.000000,0.300000
2,40.000000,9.900000,33.600000,0.500000,2.000000
3,30.000000,29.860000,36.180000,1.700000,2.100000
4,34.000000,5.580000,18.220000,0.100000,0.900000
1,10.000000,15.850000,4.755000,1.000000,0.300000
2,40.000000,9.925000,33.700000,0.500000,2.000000
3,30.000000,29.945000,36.285000,1.700000,2.100000
4,34.000000,5.585000,18.265000,0.100000,0.900000
1,10.000000,15.900000,4.770000,1.000000,0.300000
2,40.000000,9.950000,33.800000,0.500000,2.000000
3,30.000000,30.030000,36.390000,1.700000,2.100000
4,34.000000,5.590000,18.310000,0.100000,0.900000
1,10.000000,15.950000,4.785000,1.000000,0.300000
2,40.000000,9.975000,33.900000,0.500000,2.000000
3,30.000000,30.115000,36.495000,1.700000,2.100000
4,34.000000,5.595000,18.355000,0.100000,0.900000
1,10.000000,16.000000,4.800000,1.000000,0.300000
2,40.000000,10.000000,34.000000,0.500000,2.000000
3,30.000000,30.200000,36.600000,1.700000,2.100000
4,34.000000,5.600000,18.400000,0.100000,0.900000
1,10.000000,16.050000,4.815000,1.000000,0.300000
2,40.000000,10.025000,34.100000,0.500000,2.000000
3,30.000000,30.285000,36.705000,1.700000,2.100000
4,34.000000,5.605000,18.445000,0.100000,0.900000
1,10.000000,16.100000,4.830000,1.000000,0.300000
2,40.000000,10.050000,34.200000,0.500000,2.000000
3,30.000000,30.370000,36.810000,1.700000,2.100000
4,34.000000,5.610000,18.490000,0.100000,0.900000
1,10.000000,16.150000,4.845000,1.000000,0.300000
2,40.000000,10.075000,34.300000,0.500000,2.000000
3,30.000000,30.455000,36.915000,1.700000,2.100000
4,34.000000,5.615000,18.535000,0.100000,0.900000
1,10.000000,16.200000,4.860000,1.000000,0.300000
2,40.000000,10.100000,34.400000,0.500000,2.000000
3,30.000000,30.540000,37.020000,1.700000,2.100000
4,34.000000,5.620000,18.580000,0.100000,0.900000
1,10.000000,16.250000,4.875000,1.000000,0.300000
2,40.000000,10.125000,34.500000,0.500000,2.000000
3,30.000000,30.625000,37.125000,1.700000,2.100000
4,34.000000,5.625000,18.625000,0.100000,0.900000
1,10.000000,16.300000,4.890000,1.000000,0.300000
2,40.000000,10.150000,34.600000,0.500000,2.000000
3,30.000000,30.710000,37.230000,1.700000,2.100000
4,34.000000,5.630000,18.670000,0.100000,0.900000
1,10.000000,16.350000,4.905000,1.000000,0.300000
2,40.000000,10.175000,34.700000,0.500000,2.000000
3,30.000000,30.795000,37.335000,1.700000,2.100000
4,34.000000,5.635000,18.715000,0.100000,0.900000
1,10.000000,16.400000,4.920000,1.000000,0.300000
2,40.000000,10.200000,34.800000,0.500000,2.000000
3,30.000000,30.880000,37.440000,1.700000,2.100000
4,34.000000,5.640000,18.760000,0.100000,0.900000
1,10.000000,16.450000,4.935000,1.000000,0.300000
2,40.000000,10.225000,34.900000,0.500000,2.000000
3,30.000000,30.965000,37.545000,1.700000,2.100000
4,34.000000,5.645000,18.805000,0.100000,0.900000
1,10.000000,16.500000,4.950000,1.000000,0.300000
2,40.000000,10.250000,35.000000,0.500000,2.000000
3,30.000000,31.050000,37.650000,1.700000,2.100000
4,34.000000,5.650000,18.850000,0.100000,0.900000
1,10.000000,16.550000,4.965000,1.000000,0.300000
2,40.000000,10.275000,35.100000,0.500000,2.000000
3,30.000000,31.135000,37.755000,1.700000,2.100000
4,34.000000,5.655000,18.895000,0.100000,0.900000
1,10.000000,16.600000,4.980000,1.000000,0.300000
2,40.000000,10.300000,35.200000,0.500000,2.000000
3,30.000000,31.220000,37.860000,1.700000,2.100000
4,34.000000,5.660000,18.940000,0.100000,0.900000
1,10.000000,16.650000,4.995000,1.000000,0.300000
2,40.000000,10.325000,35.300000,0.500000,2.000000
3,30.000000,31.305000,37.965000,1.700000,2.100000
4,34.000000,5.665000,18.985000,0.100000,0.900000
1,10.000000,16.700000,5.010000,1.000000,0.300000
2,40.000000,10.350000,35.400000,0.500000,2.000000
3,30.000000,31.390000,38.070000,1.700000,2.100000
4,34.000000,5.670000,19.030000,0.100000,0.900000
1,10.000000,16.750000,5.025000,1.000000,0.300000
2,40.000000,10.375000,35.500000,0.500000,2.000000
3,30.000000,31.475000,38.175000,1.700000,2.100000
4,34.000000,5.675000,19.075000,0.100000,0.900000
1,10.000000,16.800000,5.040000,1.000000,0.300000
2,40.000000,10.400000,35.600000,0.500000,2.000000
3,30.000000,31.560000,38.280000,1.700000,2.100000
4,34.000000,5.680000,19.120000,0.100000,0.900000
1,10.000000,16.850000,5.055000,1.000000,0.300000
2,40.000000,10.425000,35.700000,0.500000,2.000000
3,30.000000,31.645000,38.385000,1.700000,2.100000
4,34.000000,5.685000,19.165000,0.100000,0.900000
1,10.000000,16.900000,5.070000,1.000000,0.300000
2,40.000000,10.450000,35.800000,0.500000,2.000000
3,30.000000,31.730000,38.490000,1.700000,2.100000
4,34.000000,5.690000,19.210000,0.100000,0.900000
1,10.000000,16.950000,5.085000,1.000000,0.300000
2,40.000000,10.475000,35.900000,0.500000,2.000000
3,30.000000,31.815000,38.595000,1.700000,2.100000
4,34.000000,5.695000,19.255000,0.100000,0.900000
1,10.000000,17.000000,5.100000,1.000000,0.300000
2,40.000000,10.500000,36.000000,0.500000,2.000000
3,30.000000,31.900000,38.700000,1.700000,2.100000
4,34.000000,5.700000,19.300000,0.100000,0.900000
1,10.000000,17.050000,5.115000,1.000000,0.300000
2,40.000000,10.525000,36.100000,0.500000,2.000000
3,30.000000,31.985000,38.805000,1.700000,2.100000
4,34.000000,5.705000,19.345000,0.100000,0.900000
1,10.000000,17.100000,5.130000,1.000000,0.300000
2,40.000000,10.550000,36.200000,0.500000,2.000000
3,30.000000,32.070000,38.910000,1.700000,2.100000
4,34.000000,5.710000,19.390000,0.100000,0.900000
1,10.000000,17.150000,5.145000,1.000000,0.300000
2,40.000000,10.575000,36.300000,0.500000,2.000000
3,30.000000,32.155000,39.015000,1.700000,2.100000
4,34.000000,5.715000,19.435000,0.100000,0.900000
1,10.000000,17.200000,5.160000,1.000000,0.300000
2,40.000000,10.600000,36.400000,0.500000,2.000000
3,30.000000,32.240000,39.120000,1.700000,2.100000
4,34.000000,5.720000,19.480000,0.100000,0.900000
1,10.000000,17.250000,5.175000,1.000000,0.300000
2,40.000000,10.625000,36.500000,0.500000,2.000000
3,30.000000,32.325000,39.225000,1.700000,2.100000
4,34.000000,5.725000,19.525000,0.100000,0.900000
1,10.000000,17.300000,5.190000,1.000000,0.300000
2,40.000000,10.650000,36.600000,0.500000,2.000000
3,30.000000,32.410000,39.330000,1.700000,2.100000
4,34.000000,5.730000,19.570000,0.100000,0.900000
1,10.000000,17.350000,5.205000,1.000000,0.300000
2,40.000000,10.675000,36.700000,0.500000,2.000000
3,30.000000,32.495000,39.435000,1.700000,2.100000
4,34.000000,5.735000,19.615000,0.100000,0.900000
1,10.000000,17.400000,5.220000,1.000000,0.300000
2,40.000000,10.700000,36.800000,0.500000,2.000000
3,30.000000,32.580000,39.540000,1.700000,2.100000
4,34.000000,5.740000,19.660000,0.100000,0.900000
1,10.000000,17.450000,5.235000,1.000000,0.300000
2,40.000000,10.725000,36.900000,0.500000,2.000000
3,30.000000,32.665000,39.645000,1.700000,2.100000
4,34.000000,5.745000,19.705000,0.100000,0.900000
1,10.000000,17.500000,5.250000,1.000000,0.300000
2,40.000000,10.750000,37.000000,0.500000,2.000000
3,30.000000,32.750000,39.750000,1.700000,2.100000
4,34.000000,5.750000,19.750000,0.100000,0.900000
1,10.000000,17.550000,5.265000,1.000000,0.300000
2,40.000000,10.775000,37.100000,0.500000,2.000000
3,30.000000,32.835000,39.855000,1.700000,2.100000
4,34.000000,5.755000,19.795000,0.100000,0.900000
1,10.000000,17.600000,5.280000,1.000000,0.300000
2,40.000000,10.800000,37.200000,0.500000,2.000000
3,30.000000,32.920000,39.960000,1.700000,2.100000
4,34.000000,5.760000,19.840000,0.100000,0.900000
1,10.000000,17.650000,5.295000,1.000000,0.300000
2,40.000000,10.825000,37.300000,0.500000,2.000000
3,30.000000,33.005000,40.065000,1.700000,2.100000
4,34.000000,5.765000,19.885000,0.100000,0.900000
1,10.000000,17.700000,5.310000,1.000000,0.300000
2,40.000000,10.850000,37.400000,0.500000,2.000000
3,30.000000,33.090000,40.170000,1.700000,2.100000
4,34.000000,5.770000,19.930000,0.100000,0.900000
1,10.000000,17.750000,5.325000,1.000000,0.300000
2,40.000000,10.875000,37.500000,0.500000,2.000000
3,30.000000,33.175000,40.275000,1.700000,2.100000
4,34.000000,5.775000,19.975000,0.100000,0.900000
1,10.000000,17.800000,5.340000,1.000000,0.300000
2,40.000000,10.900000,37.600000,0.500000,2.000000
3,30.000000,33.260000,40.380000,1.700000,2.100000
4,34.000000,5.780000,20.020000,0.100000,0.900000
1,10.000000,17.850000,5.355000,1.000000,0.300000
2,40.000000,10.925000,37.700000,0.500000,2.000000
3,30.000000,33.345000,40.485000,1.700000,2.100000
4,34.000000,5.785000,20.065000,0.100000,0.900000
1,10.000000,17.900000,5.370000,1.000000,0.300000
2,40.000000,10.950000,37.800000,0.500000,2.000000
3,30.000000,33.430000,40.590000,1.700000,2.100000
4,34.000000,5.790000,20.110000,0.100000,0.900000
1,10.000000,17.950000,5.385000,1.000000,0.300000
2,40.000000,10.975000,37.900000,0.500000,2.000000
3,30.000000,33.515000,40.695000,1.700000,2.100000
4,34.000000,5.795000,20.155000,0.100000,0.900000
1,10.000000,18.000000,5.400000,1.000000,0.300000
2,40.000000,11.000000,38.000000,0.500000,2.000000
3,30.000000,33.600000,40.800000,1.700000,2.100000
4,34.000000,5.800000,20.200000,0.100000,0.900000
1,10.000000,18.050000,5.415000,1.000000,0.300000
2,40.000000,11.025000,38.100000,0.500000,2.000000
3,30.000000,33.685000,40.905000,1.700000,2.100000
4,34.000000,5.805000,20.245000,0.100000,0.900000
1,10.000000,18.100000,5.430000,1.000000,0.300000
2,40.000000,11.050000,38.200000,0.500000,2.000000
3,30.000000,33.770000,41.010000,1.700000,2.100000
4,34.000000,5.810000,20.290000,0.100000,0.900000
1,10.000000,18.150000,5.445000,1.000000,0.300000
2,40.000000,11.075000,38.300000,0.500000,2.000000
3,30.000000,33.855000,41.115000,1.700000,2.100000
4,34.000000,5.815000,20.335000,0.100000,0.900000
1,10.000000,18.200000,5.460000,1.000000,0.300000
2,40.000000,11.100000,38.400000,0.500000,2.000000
3,30.000000,33.940000,41.220000,1.700000,2.100000
4,34.000000,5.820000,20.380000,0.100000,0.900000
1,10.000000,18.250000,5.475000,1.000000,0.300000
2,40.000000,11.125000,38.500000,0.500000,2.000000
3,30.000000,34.025000,41.325000,1.700000,2.100000
4,34.000000,5.825000,20.425000,0.100000,0.900000
1,10.000000,18.300000,5.490000,1.000000,0.300000
2,40.000000,11.150000,38.600000,0.500000,2.000000
3,30.000000,34.110000,41.430000,1.700000,2.100000
4,34.000000,5.830000,20.470000,0.100000,0.900000
1,10.000000,18.350000,5.505000,1.000000,0.300000
2,40.000000,11.175000,38.700000,0.500000,2.000000
3,30.000000,34.195000,41.535000,1.700000,2.100000
4,34.000000,5.835000,20.515000,0.100000,0.900000
1,10.000000,18.400000,5.520000,1.000000,0.300000
2,40.000000,11.200000,38.800000,0.500000,2.000000
3,30.000000,34.280000,41.640000,1.700000,2.100000
4,34.000000,5.840000,20.560000,0.100000,0.900000
1,10.000000,18.450000,5.535000,1.000000,0.300000
2,40.000000,11.225000,38.900000,0.500000,2.000000
3,30.000000,34.365000,41.745000,1.700000,2.100000
4,34.000000,5.845000,20.605000,0.100000,0.900000
1,10.000000,18.500000,5.550000,1.000000,0.300000
2,40.000000,11.250000,39.000000,0.500000,2.000000
3,30.000000,34.450000,41.850000,1.700000,2.100000
4,34.000000,5.850000,20.650000,0.100000,0.900000
1,10.000000,18.550000,5.565000,1.000000,0.300000
2,40.000000,11.275000,39.100000,0.500000,2.000000
3,30.000000,34.535000,41.955000,1.700000,2.100000
4,34.000000,5.855000,20.695000,0.100000,0.900000
1,10.000000,18.600000,5.580000,1.000000,0.300000
2,40.000000,11.300000,39.200000,0.500000,2.000000
3,30.000000,34.620000,42.060000,1.700000,2.100000
4,34.000000,5.860000,20.740000,0.100000,0.900000
1,10.000000,18.650000,5.595000,1.000000,0.300000
2,40.000000,11.325000,39.300000,0.500000,2.000000
3,30.000000,34.705000,42.165000,1.700000,2.100000
4,34.000000,5.865000,20.785000,0.100000,0.900000
1,10.000000,18.700000,5.610000,1.000000,0.300000
2,40.000000,11.350000,39.400000,0.500000,2.000000
3,30.000000,34.790000,42.270000,1.700000,2.100000
4,34.000000,5.870000,20.830000,0.100000,0.900000
1,10.000000,18.750000,5.625000,1.000000,0.300000
2,40.000000,11.375000,39.500000,0.500000,2.000000
3,30.000000,34.875000,42.375000,1.700000,2.100000
4,34.000000,5.875000,20.875000,0.100000,0.900000
1,10.000000,18.800000,5.640000,1.000000,0.300000
2,40.000000,11.400000,39.600000,0.500000,2.000000
3,30.000000,34.960000,42.480000,1.700000,2.100000
4,34.000000,5.880000,20.920000,0.100000,0.900000
1,10.000000,18.850000,5.655000,1.000000,0.300000
2,40.000000,11.425000,39.700000,0.500000,2.000000
3,30.000000,35.045000,42.585000,1.700000,2.100000
4,34.000000,5.885000,20.965000,0.100000,0.900000
1,10.000000,18.900000,5.670000,1.000000,0.300000
2,40.000000,11.450000,39.800000,0.500000,2.000000
3,30.000000,35.130000,42.690000,1.700000,2.100000
4,34.000000,5.890000,21.010000,0.100000,0.900000
1,10.000000,18.950000,5.685000,1.000000,0.300000
2,40.000000,11.475000,39.900000,0.500000,2.000000
3,30.000000,35.215000,42.795000,1.700000,2.100000
4,34.000000,5.895000,21.055000,0.100000,0.900000
1,10.000000,19.000000,5.700000,1.000000,0.300000
2,40.000000,11.500000,40.000000,0.500000,2.000000
3,30.000000,35.300000,42.900000,1.700000,2.100000
4,34.000000,5.900000,21.100000,0.100000,0.900000
1,10.000000,19.050000,5.715000,1.000000,0.300000
2,40.000000,11.525000,40.100000,0.500000,2.000000
3,30.000000,35.385000,43.005000,1.700000,2.100000
4,34.000000,5.905000,21.145000,0.100000,0.900000
1,10.000000,19.100000,5.730000,1.000000,0.300000
2,40.000000,11.550000,40.200000,0.500000,2.000000
3,30.000000,35.470000,43.110000,1.700000,2.100000
4,34.000000,5.910000,21.190000,0.100000,0.900000
1,10.000000,19.150000,5.745000,1.000000,0.300000
2,40.000000,11.575000,40.300000,0.500000,2.000000
3,30.000000,35.555000,43.215000,1.700000,2.100000
4,34.000000,5.915000,21.235000,0.100000,0.900000
1,10.000000,19.200000,5.760000,1.000000,0.300000
2,40.000000,11.600000,40.400000,0.500000,2.000000
3,30.000000,35.640000,43.320000,1.700000,2.100000
4,34.000000,5.920000,21.280000,0.100000,0.900000
1,10.000000,19.250000,5.775000,1.000000,0.300000
2,40.000000,11.625000,40.500000,0.500000,2.000000
3,30.000000,35.725000,43.425000,1.700000,2.100000
4,34.000000,5.925000,21.325000,0.100000,0.900000
1,10.000000,19.300000,5.790000,1.000000,0.300000
2,40.000000,11.650000,40.600000,0.500000,2.000000
3,30.000000,35.810000,43.530000,1.700000,2.100000
4,34.000000,5.930000,21.370000,0.100000,0.900000
