Body,mass,x,y,vx,vy
6,164.000000,35.250000,77.000000,93.000000,72.000000
7,54.000000,65.750000,113.500000,55.000000,66.000000
8,216.000000,79.000000,42.750000,92.000000,55.000000
9,86.000000,75.000000,63.000000,52.000000,76.000000
10,182.000000,86.250000,107.000000,85.000000,88.000000
11,142.000000,37.000000,70.250000,60.000000,57.000000
12,228.000000,94.500000,96.000000,98.000000,92.000000
13,115.000000,111.250000,116.250000,65.000000,69.000000
14,202.000000,119.500000,101.500000,94.000000,58.000000
15,238.000000,106.000000,56.750000,72.000000,51.000000
16,240.000000,75.750000,49.250000,75.000000,57.000000
17,144.000000,95.250000,16.750000,57.000000,67.000000
18,94.000000,55.000000,63.500000,92.000000,66.000000
19,180.000000,54.000000,50.500000,52.000000,78.000000
20,58.000000,61.750000,43.500000,91.000000,54.000000
21,233.000000,111.250000,61.750000,97.000000,71.000000
22,210.000000,52.750000,31.250000,71.000000,69.000000
23,110.000000,41.750000,87.000000,83.000000,92.000000
24,230.000000,45.500000,53.750000,54.000000,63.000000
25,124.000000,105.250000,111.750000,73.000000,67.000000
26,189.000000,76.250000,47.000000,81.000000,80.000000
27,97.000000,49.500000,34.000000,86.000000,84.000000
28,125.000000,66.500000,61.000000,66.000000,60.000000
29,122.000000,48.250000,46.250000,65.000000,93.000000
30,167.000000,77.250000,50.750000,89.000000,99.000000
1,123.000000,78.200000,74.100000,64.000000,57.000000
2,163.000000,111.000000,117.300000,80.000000,61.000000
3,237.000000,61.000000,35.100000,70.000000,57.000000
4,159.000000,75.500000,92.400000,75.000000,98.000000
5,216.000000,30.200000,53.200000,54.000000,54.000000
6,164.000000,39.900000,80.600000,93.000000,72.000000
7,54.000000,68.500000,116.800000,55.000000,66.000000
8,216.000000,83.600000,45.500000,92.000000,55.000000
9,86.000000,77.600000,66.800000,52.000000,76.000000
10,182.000000,90.500000,111.400000,85.000000,88.000000
11,142.000000,40.000000,73.100000,60.000000,57.000000
12,228.000000,99.400000,100.600000,98.000000,92.000000
13,115.000000,114.500000,119.700000,65.000000,69.000000
14,202.000000,124.200000,104.400000,94.000000,58.000000
15,238.000000,109.600000,59.300000,72.000000,51.000000
16,240.000000,79.500000,52.100000,75.000000,57.000000
17,144.000000,98.100000,20.100000,57.000000,67.000000
18,94.000000,59.600000,66.800000,92.000000,66.000000
19,180.000000,56.600000,54.400000,52.000000,78.000000
20,58.000000,66.300000,46.200000,91.000000,54.000000
21,233.000000,116.100000,65.300000,97.000000,71.000000
22,210.000000,56.300000,34.700000,71.000000,69.000000
23,110.000000,45.900000,91.600000,83.000000,92.000000
24,230.000000,48.200000,56.900000,54.000000,63.000000
25,124.000000,108.900000,115.100000,73.000000,67.000000
26,189.000000,80.300000,51.000000,81.000000,80.000000
27,97.000000,53.800000,38.200000,86.000000,84.000000
28,125.000000,69.800000,64.000000,66.000000,60.000000
29,122.000000,51.500000,50.900000,65.000000,93.000000
30,167.000000,81.700000,55.700000,89.000000,99.000000
1,123.000000,81.400000,76.950000,64.000000,57.000000
2,163.000000,115.000000,120.350000,80.000000,61.000000
3,237.000000,64.500000,37.950000,70.000000,57.000000
4,159.000000,79.250000,97.300000,75.000000,98.000000
5,216.000000,32.900000,55.900000,54.000000,54.000000
6,164.000000,44.550000,84.200000,93.000000,72.000000
7,54.000000,71.250000,120.100000,55.000000,66.000000
8,216.000000,88.200000,48.250000,92.000000,55.000000
9,86.000000,80.200000,70.600000,52.000000,76.000000
10,182.000000,94.750000,115.800000,85.000000,88.000000
11,142.000000,43.000000,75.950000,60.000000,57.000000
12,228.000000,104.300000,105.200000,98.000000,92.000000
13,115.000000,117.750000,123.150000,65.000000,69.000000
14,202.000000,128.900000,107.300000,94.000000,58.000000
15,238.000000,113.200000,61.850000,72.000000,51.000000
16,240.000000,83.250000,54.950000,75.000000,57.000000
17,144.000000,100.950000,23.450000,57.000000,67.000000
18,94.000000,64.200000,70.100000,92.000000,66.000000
19,180.000000,59.200000,58.300000,52.000000,78.000000
20,58.000000,70.850000,48.900000,91.000000,54.000000
21,233.000000,120.950000,68.850000,97.000000,71.000000
22,210.000000,59.850000,38.150000,71.000000,69.000000
23,110.000000,50.050000,96.200000,83.000000,92.000000
24,230.000000,50.900000,60.050000,54.000000,63.000000
25,124.000000,112.550000,118.450000,73.000000,67.000000
26,189.000000,84.350000,55.000000,81.000000,80.000000
27,97.000000,58.100000,42.400000,86.000000,84.000000
28,125.000000,73.100000,67.000000,66.000000,60.000000
29,122.000000,54.750000,55.550000,65.000000,93.000000
30,167.000000,86.150000,60.650000,89.000000,99.000000
1,123.000000,84.600000,79.800000,64.000000,57.000000
2,163.000000,119.000000,123.400000,80.000000,61.000000
3,237.000000,68.000000,40.800000,70.000000,57.000000
4,159.000000,83.000000,102.200000,75.000000,98.000000
5,216.000000,35.600000,58.600000,54.000000,54.000000
6,164.000000,49.200000,87.800000,93.000000,72.000000
7,54.000000,74.000000,123.400000,55.000000,66.000000
8,216.000000,92.800000,51.000000,92.000000,55.000000
9,86.000000,82.800000,74.400000,52.000000,76.000000
10,182.000000,99.000000,120.200000,85.000000,88.000000
11,142.000000,46.000000,78.800000,60.000000,57.000000
12,228.000000,109.200000,109.800000,98.000000,92.000000
13,115.000000,121.000000,126.600000,65.000000,69.000000
14,202.000000,133.600000,110.200000,94.000000,58.000000
15,238.000000,116.800000,64.400000,72.000000,51.000000
16,240.000000,87.000000,57.800000,75.000000,57.000000
17,144.000000,103.800000,26.800000,57.000000,67.000000
18,94.000000,68.800000,73.400000,92.000000,66.000000
19,180.000000,61.800000,62.200000,52.000000,78.000000
20,58.000000,75.400000,51.600000,91.000000,54.000000
21,233.000000,125.800000,72.400000,97.000000,71.000000
22,210.000000,63.400000,41.600000,71.000000,69.000000
23,110.000000,54.200000,100.800000,83.000000,92.000000
24,230.000000,53.600000,63.200000,54.000000,63.000000
25,124.000000,116.200000,121.800000,73.000000,67.000000
26,189.000000,88.400000,59.000000,81.000000,80.000000
27,97.000000,62.400000,46.600000,86.000000,84.000000
28,125.000000,76.400000,70.000000,66.000000,60.000000
29,122.000000,58.000000,60.200000,65.000000,93.000000
30,167.000000,90.600000,65.600000,89.000000,99.000000
1,123.000000,87.800000,82.650000,64.000000,57.000000
2,163.000000,123.000000,126.450000,80.000000,61.000000
3,237.000000,71.500000,43.650000,70.000000,57.000000
4,159.000000,86.750000,107.100000,75.000000,98.000000
5,216.000000,38.300000,61.300000,54.000000,54.000000
6,164.000000,53.850000,91.400000,93.000000,72.000000
7,54.000000,76.750000,126.700000,55.000000,66.000000
8,216.000000,97.400000,53.750000,92.000000,55.000000
9,86.000000,85.400000,78.200000,52.000000,76.000000
10,182.000000,103.250000,124.600000,85.000000,88.000000
11,142.000000,49.000000,81.650000,60.000000,57.000000
12,228.000000,114.100000,114.400000,98.000000,92.000000
13,115.000000,124.250000,130.050000,65.000000,69.000000
14,202.000000,138.300000,113.100000,94.000000,58.000000
15,238.000000,120.400000,66.950000,72.000000,51.000000
16,240.000000,90.750000,60.650000,75.000000,57.000000
17,144.000000,106.650000,30.150000,57.000000,67.000000
18,94.000000,73.400000,76.700000,92.000000,66.000000
19,180.000000,64.400000,66.100000,52.000000,78.000000
20,58.000000,79.950000,54.300000,91.000000,54.000000
21,233.000000,130.650000,75.950000,97.000000,71.000000
22,210.000000,66.950000,45.050000,71.000000,69.000000
23,110.000000,58.350000,105.400000,83.000000,92.000000
24,230.000000,56.300000,66.350000,54.000000,63.000000
25,124.000000,119.850000,125.150000,73.000000,67.000000
26,189.000000,92.450000,63.000000,81.000000,80.000000
27,97.000000,66.700000,50.800000,86.000000,84.000000
28,125.000000,79.700000,73.000000,66.000000,60.000000
29,122.000000,61.250000,64.850000,65.000000,93.000000
30,167.000000,95.050000,70.550000,89.000000,99.000000
1,123.000000,91.000000,85.500000,64.000000,57.000000
2,163.000000,127.000000,129.500000,80.000000,61.000000
3,237.000000,75.000000,46.500000,70.000000,57.000000
4,159.000000,90.500000,112.000000,75.000000,98.000000
5,216.000000,41.000000,64.000000,54.000000,54.000000
6,164.000000,58.500000,95.000000,93.000000,72.000000
7,54.000000,79.500000,130.000000,55.000000,66.000000
8,216.000000,102.000000,56.500000,92.000000,55.000000
9,86.000000,88.000000,82.000000,52.000000,76.000000
10,182.000000,107.500000,129.000000,85.000000,88.000000
11,142.000000,52.000000,84.500000,60.000000,57.000000
12,228.000000,119.000000,119.000000,98.000000,92.000000
13,115.000000,127.500000,133.500000,65.000000,69.000000
14,202.000000,143.000000,116.000000,94.000000,58.000000
15,238.000000,124.000000,69.500000,72.000000,51.000000
16,240.000000,94.500000,63.500000,75.000000,57.000000
17,144.000000,109.500000,33.500000,57.000000,67.000000
18,94.000000,78.000000,80.000000,92.000000,66.000000
19,180.000000,67.000000,70.000000,52.000000,78.000000
20,58.000000,84.500000,57.000000,91.000000,54.000000
21,233.000000,135.500000,79.500000,97.000000,71.000000
22,210.000000,70.500000,48.500000,71.000000,69.000000
23,110.000000,62.500000,110.000000,83.000000,92.000000
24,230.000000,59.000000,69.500000,54.000000,63.000000
25,124.000000,123.500000,128.500000,73.000000,67.000000
26,189.000000,96.500000,67.000000,81.000000,80.000000
27,97.000000,71.000000,55.000000,86.000000,84.000000
28,125.000000,83.000000,76.000000,66.000000,60.000000
29,122.000000,64.500000,69.500000,65.000000,93.000000
30,167.000000,99.500000,75.500000,89.000000,99.000000
1,123.000000,94.200000,88.350000,64.000000,57.000000
2,163.000000,131.000000,132.550000,80.000000,61.000000
3,237.000000,78.500000,49.350000,70.000000,57.000000
4,159.000000,94.250000,116.900000,75.000000,98.000000
5,216.000000,43.700000,66.700000,54.000000,54.000000
6,164.000000,63.150000,98.600000,93.000000,72.000000
7,54.000000,82.250000,133.300000,55.000000,66.000000
8,216.000000,106.600000,59.250000,92.000000,55.000000
9,86.000000,90.600000,85.800000,52.000000,76.000000
10,182.000000,111.750000,133.400000,85.000000,88.000000
11,142.000000,55.000000,87.350000,60.000000,57.000000
12,228.000000,123.900000,123.600000,98.000000,92.000000
13,115.000000,130.750000,136.950000,65.000000,69.000000
14,202.000000,147.700000,118.900000,94.000000,58.000000
15,238.000000,127.600000,72.050000,72.000000,51.000000
16,240.000000,98.250000,66.350000,75.000000,57.000000
17,144.000000,112.350000,36.850000,57.000000,67.000000
18,94.000000,82.600000,83.300000,92.000000,66.000000
19,180.000000,69.600000,73.900000,52.000000,78.000000
20,58.000000,89.050000,59.700000,91.000000,54.000000
21,233.000000,140.350000,83.050000,97.000000,71.000000
22,210.000000,74.050000,51.950000,71.000000,69.000000
23,110.000000,66.650000,114.600000,83.000000,92.000000
24,230.000000,61.700000,72.650000,54.000000,63.000000
25,124.000000,127.150000,131.850000,73.000000,67.000000
26,189.000000,100.550000,71.000000,81.000000,80.000000
27,97.000000,75.300000,59.200000,86.000000,84.000000
28,125.000000,86.300000,79.000000,66.000000,60.000000
29,122.000000,67.750000,74.150000,65.000000,93.000000
30,167.000000,103.950000,80.450000,89.000000,99.000000
1,123.000000,97.400000,91.200000,64.000000,57.000000
2,163.000000,135.000000,135.600000,80.000000,61.000000
3,237.000000,82.000000,52.200000,70.000000,57.000000
4,159.000000,98.000000,121.800000,75.000000,98.000000
5,216.000000,46.400000,69.400000,54.000000,54.000000
6,164.000000,67.800000,102.200000,93.000000,72.000000
7,54.000000,85.000000,136.600000,55.000000,66.000000
8,216.000000,111.200000,62.000000,92.000000,55.000000
9,86.000000,93.200000,89.600000,52.000000,76.000000
10,182.000000,116.000000,137.800000,85.000000,88.000000
11,142.000000,58.000000,90.200000,60.000000,57.000000
12,228.000000,128.800000,128.200000,98.000000,92.000000
13,115.000000,134.000000,140.400000,65.000000,69.000000
14,202.000000,152.400000,121.800000,94.000000,58.000000
15,238.000000,131.200000,74.600000,72.000000,51.000000
16,240.000000,102.000000,69.200000,75.000000,57.000000
17,144.000000,115.200000,40.200000,57.000000,67.000000
18,94.000000,87.200000,86.600000,92.000000,66.000000
19,180.000000,72.200000,77.800000,52.000000,78.000000
20,58.000000,93.600000,62.400000,91.000000,54.000000
21,233.000000,145.200000,86.600000,97.000000,71.000000
22,210.000000,77.600000,55.400000,71.000000,69.000000
23,110.000000,70.800000,119.200000,83.000000,92.000000
24,230.000000,64.400000,75.800000,54.000000,63.000000
25,124.000000,130.800000,135.200000,73.000000,67.000000
26,189.000000,104.600000,75.000000,81.000000,80.000000
27,97.000000,79.600000,63.400000,86.000000,84.000000
28,125.000000,89.600000,82.000000,66.000000,60.000000
29,122.000000,71.000000,78.800000,65.000000,93.000000
30,167.000000,108.400000,85.400000,89.000000,99.000000
1,123.000000,100.600000,94.050000,64.000000,57.000000
2,163.000000,139.000000,138.650000,80.000000,61.000000
3,237.000000,85.500000,55.050000,70.000000,57.000000
4,159.000000,101.750000,126.700000,75.000000,98.000000
5,216.000000,49.100000,72.100000,54.000000,54.000000
6,164.000000,72.450000,105.800000,93.000000,72.000000
7,54.000000,87.750000,139.900000,55.000000,66.000000
8,216.000000,115.800000,64.750000,92.000000,55.000000
9,86.000000,95.800000,93.400000,52.000000,76.000000
10,182.000000,120.250000,142.200000,85.000000,88.000000
11,142.000000,61.000000,93.050000,60.000000,57.000000
12,228.000000,133.700000,132.800000,98.000000,92.000000
13,115.000000,137.250000,143.850000,65.000000,69.000000
14,202.000000,157.100000,124.700000,94.000000,58.000000
15,238.000000,134.800000,77.150000,72.000000,51.000000
16,240.000000,105.750000,72.050000,75.000000,57.000000
17,144.000000,118.050000,43.550000,57.000000,67.000000
18,94.000000,91.800000,89.900000,92.000000,66.000000
19,180.000000,74.800000,81.700000,52.000000,78.000000
20,58.000000,98.150000,65.100000,91.000000,54.000000
21,233.000000,150.050000,90.150000,97.000000,71.000000
22,210.000000,81.150000,58.850000,71.000000,69.000000
23,110.000000,74.950000,123.800000,83.000000,92.000000
24,230.000000,67.100000,78.950000,54.000000,63.000000
25,124.000000,134.450000,138.550000,73.000000,67.000000
26,189.000000,108.650000,79.000000,81.000000,80.000000
27,97.000000,83.900000,67.600000,86.000000,84.000000
28,125.000000,92.900000,85.000000,66.000000,60.000000
29,122.000000,74.250000,83.450000,65.000000,93.000000
30,167.000000,112.850000,90.350000,89.000000,99.000000
1,123.000000,103.800000,96.900000,64.000000,57.000000
2,163.000000,143.000000,141.700000,80.000000,61.000000
3,237.000000,89.000000,57.900000,70.000000,57.000000
4,159.000000,105.500000,131.600000,75.000000,98.000000
5,216.000000,51.800000,74.800000,54.000000,54.000000
6,164.000000,77.100000,109.400000,93.000000,72.000000
7,54.000000,90.500000,143.200000,55.000000,66.000000
8,216.000000,120.400000,67.500000,92.000000,55.000000
9,86.000000,98.400000,97.200000,52.000000,76.000000
10,182.000000,124.500000,146.600000,85.000000,88.000000
11,142.000000,64.000000,95.900000,60.000000,57.000000
12,228.000000,138.600000,137.400000,98.000000,92.000000
13,115.000000,140.500000,147.300000,65.000000,69.000000
14,202.000000,161.800000,127.600000,94.000000,58.000000
15,238.000000,138.400000,79.700000,72.000000,51.000000
16,240.000000,109.500000,74.900000,75.000000,57.000000
17,144.000000,120.900000,46.900000,57.000000,67.000000
18,94.000000,96.400000,93.200000,92.000000,66.000000
19,180.000000,77.400000,85.600000,52.000000,78.000000
20,58.000000,102.700000,67.800000,91.000000,54.000000
21,233.000000,154.900000,93.700000,97.000000,71.000000
22,210.000000,84.700000,62.300000,71.000000,69.000000
23,110.000000,79.100000,128.400000,83.000000,92.000000
24,230.000000,69.800000,82.100000,54.000000,63.000000
25,124.000000,138.100000,141.900000,73.000000,67.000000
26,189.000000,112.700000,83.000000,81.000000,80.000000
27,97.000000,88.200000,71.800000,86.000000,84.000000
28,125.000000,96.200000,88.000000,66.000000,60.000000
29,122.000000,77.500000,88.100000,65.000000,93.000000
30,167.000000,117.300000,95.300000,89.000000,99.000000
1,123.000000,107.000000,99.750000,64.000000,57.000000
2,163.000000,147.000000,144.750000,80.000000,61.000000
3,237.000000,92.500000,60.750000,70.000000,57.000000
4,159.000000,109.250000,136.500000,75.000000,98.000000
5,216.000000,54.500000,77.500000,54.000000,54.000000
6,164.000000,81.750000,113.000000,93.000000,72.000000
7,54.000000,93.250000,146.500000,55.000000,66.000000
8,216.000000,125.000000,70.250000,92.000000,55.000000
9,86.000000,101.000000,101.000000,52.000000,76.000000
10,182.000000,128.750000,151.000000,85.000000,88.000000
11,142.000000,67.000000,98.750000,60.000000,57.000000
12,228.000000,143.500000,142.000000,98.000000,92.000000
13,115.000000,143.750000,150.750000,65.000000,69.000000
14,202.000000,166.500000,130.500000,94.000000,58.000000
15,238.000000,142.000000,82.250000,72.000000,51.000000
16,240.000000,113.250000,77.750000,75.000000,57.000000
17,144.000000,123.750000,50.250000,57.000000,67.000000
18,94.000000,101.000000,96.500000,92.000000,66.000000
19,180.000000,80.000000,89.500000,52.000000,78.000000
20,58.000000,107.250000,70.500000,91.000000,54.000000
21,233.000000,159.750000,97.250000,97.000000,71.000000
22,210.000000,88.250000,65.750000,71.000000,69.000000
23,110.000000,83.250000,133.000000,83.000000,92.000000
24,230.000000,72.500000,85.250000,54.000000,63.000000
25,124.000000,141.750000,145.250000,73.000000,67.000000
26,189.000000,116.750000,87.000000,81.000000,80.000000
27,97.000000,92.500000,76.000000,86.000000,84.000000
28,125.000000,99.500000,91.000000,66.000000,60.000000
29,122.000000,80.750000,92.750000,65.000000,93.000000
30,167.000000,121.750000,100.250000,89.000000,99.000000
1,123.000000,110.200000,102.600000,64.000000,57.000000
2,163.000000,151.000000,147.800000,80.000000,61.000000
3,237.000000,96.000000,63.600000,70.000000,57.000000
4,159.000000,113.000000,141.400000,75.000000,98.000000
5,216.000000,57.200000,80.200000,54.000000,54.000000
6,164.000000,86.400000,116.600000,93.000000,72.000000
7,54.000000,96.000000,149.800000,55.000000,66.000000
8,216.000000,129.600000,73.000000,92.000000,55.000000
9,86.000000,103.600000,104.800000,52.000000,76.000000
10,182.000000,133.000000,155.400000,85.000000,88.000000
11,142.000000,70.000000,101.600000,60.000000,57.000000
12,228.000000,148.400000,146.600000,98.000000,92.000000
13,115.000000,147.000000,154.200000,65.000000,69.000000
14,202.000000,171.200000,133.400000,94.000000,58.000000
15,238.000000,145.600000,84.800000,72.000000,51.000000
16,240.000000,117.000000,80.600000,75.000000,57.000000
17,144.000000,126.600000,53.600000,57.000000,67.000000
18,94.000000,105.600000,99.800000,92.000000,66.000000
19,180.000000,82.600000,93.400000,52.000000,78.000000
20,58.000000,111.800000,73.200000,91.000000,54.000000
21,233.000000,164.600000,100.800000,97.000000,71.000000
22,210.000000,91.800000,69.200000,71.000000,69.000000
23,110.000000,87.400000,137.600000,83.000000,92.000000
24,230.000000,75.200000,88.400000,54.000000,63.000000
25,124.000000,145.400000,148.600000,73.000000,67.000000
26,189.000000,120.800000,91.000000,81.000000,80.000000
27,97.000000,96.800000,80.200000,86.000000,84.000000
28,125.000000,102.800000,94.000000,66.000000,60.000000
29,122.000000,84.000000,97.400000,65.000000,93.000000
30,167.000000,126.200000,105.200000,89.000000,99.000000
1,123.000000,113.400000,105.450000,64.000000,57.000000
2,163.000000,155.000000,150.850000,80.000000,61.000000
3,237.000000,99.500000,66.450000,70.000000,57.000000
4,159.000000,116.750000,146.300000,75.000000,98.000000
5,216.000000,59.900000,82.900000,54.000000,54.000000
6,164.000000,91.050000,120.200000,93.000000,72.000000
7,54.000000,98.750000,153.100000,55.000000,66.000000
8,216.000000,134.200000,75.750000,92.000000,55.000000
9,86.000000,106.200000,108.600000,52.000000,76.000000
10,182.000000,137.250000,159.800000,85.000000,88.000000
11,142.000000,73.000000,104.450000,60.000000,57.000000
12,228.000000,153.300000,151.200000,98.000000,92.000000
13,115.000000,150.250000,157.650000,65.000000,69.000000
14,202.000000,175.900000,136.300000,94.000000,58.000000
15,238.000000,149.200000,87.350000,72.000000,51.000000
16,240.000000,120.750000,83.450000,75.000000,57.000000
17,144.000000,129.450000,56.950000,57.000000,67.000000
18,94.000000,110.200000,103.100000,92.000000,66.000000
19,180.000000,85.200000,97.300000,52.000000,78.000000
20,58.000000,116.350000,75.900000,91.000000,54.000000
21,233.000000,169.450000,104.350000,97.000000,71.000000
22,210.000000,95.350000,72.650000,71.000000,69.000000
23,110.000000,91.550000,142.200000,83.000000,92.000000
24,230.000000,77.900000,91.550000,54.000000,63.000000
25,124.000000,149.050000,151.950000,73.000000,67.000000
26,189.000000,124.850000,95.000000,81.000000,80.000000
27,97.000000,101.100000,84.400000,86.000000,84.000000
28,125.000000,106.100000,97.000000,66.000000,60.000000
29,122.000000,87.250000,102.050000,65.000000,93.000000
30,167.000000,130.650000,110.150000,89.000000,99.000000
1,123.000000,116.600000,108.300000,64.000000,57.000000
2,163.000000,159.000000,153.900000,80.000000,61.000000
3,237.000000,103.000000,69.300000,70.000000,57.000000
4,159.000000,120.500000,151.200000,75.000000,98.000000
5,216.000000,62.600000,85.600000,54.000000,54.000000
6,164.000000,95.700000,123.800000,93.000000,72.000000
7,54.000000,101.500000,156.400000,55.000000,66.000000
