Body,mass,x,y,vx,vy
    14,242.000000,61.250000,77.000000,-59.000000,-48.000000
    15,216.000000,23.500000,-5.250000,-54.000000,-29.000000
    16,221.000000,17.750000,15.000000,95.000000,64.000000
    17,105.000000,-13.250000,-66.000000,59.000000,92.000000
    18,135.000000,21.000000,91.500000,84.000000,54.000000
    19,141.000000,37.250000,-57.500000,-55.000000,70.000000
    20,209.000000,28.250000,74.250000,93.000000,69.000000
     1,216.000000,121.300000,36.100000,81.000000,77.000000
     2,55.000000,-41.100000,-39.700000,-77.000000,81.000000
     3,249.000000,-91.100000,-80.100000,-87.000000,-37.000000
     4,184.000000,-53.600000,8.200000,78.000000,-16.000000
     5,71.000000,39.100000,49.800000,-53.000000,76.000000
     6,127.000000,-74.000000,-71.800000,-80.000000,-36.000000
     7,212.000000,-70.700000,114.300000,-59.000000,71.000000
     8,110.000000,-62.000000,-34.600000,-80.000000,58.000000
     9,80.000000,63.100000,63.300000,57.000000,-39.000000
    10,55.000000,-1.200000,-71.000000,76.000000,-50.000000
    11,56.000000,-6.300000,-1.500000,-51.000000,-5.000000
    12,201.000000,21.400000,20.400000,-82.000000,78.000000
    13,58.000000,67.800000,58.600000,-54.000000,-48.000000
    14,242.000000,58.300000,74.600000,-59.000000,-48.000000
    15,216.000000,20.800000,-6.700000,-54.000000,-29.000000
    16,221.000000,22.500000,18.200000,95.000000,64.000000
    17,105.000000,-10.300000,-61.400000,59.000000,92.000000
    18,135.000000,25.200000,94.200000,84.000000,54.000000
    19,141.000000,34.500000,-54.000000,-55.000000,70.000000
    20,209.000000,32.900000,77.700000,93.000000,69.000000
     1,216.000000,125.350000,39.950000,81.000000,77.000000
     2,55.000000,-44.950000,-35.650000,-77.000000,81.000000
     3,249.000000,-95.450000,-81.950000,-87.000000,-37.000000
     4,184.000000,-49.700000,7.400000,78.000000,-16.000000
     5,71.000000,36.450000,53.600000,-53.000000,76.000000
     6,127.000000,-78.000000,-73.600000,-80.000000,-36.000000
     7,212.000000,-73.650000,117.850000,-59.000000,71.000000
     8,110.000000,-66.000000,-31.700000,-80.000000,58.000000
     9,80.000000,65.950000,61.350000,57.000000,-39.000000
    10,55.000000,2.600000,-73.500000,76.000000,-50.000000
    11,56.000000,-8.850000,-1.750000,-51.000000,-5.000000
    12,201.000000,17.300000,24.300000,-82.000000,78.000000
    13,58.000000,65.100000,56.200000,-54.000000,-48.000000
    14,242.000000,55.350000,72.200000,-59.000000,-48.000000
    15,216.000000,18.100000,-8.150000,-54.000000,-29.000000
    16,221.000000,27.250000,21.400000,95.000000,64.000000
    17,105.000000,-7.350000,-56.800000,59.000000,92.000000
    18,135.000000,29.400000,96.900000,84.000000,54.000000
    19,141.000000,31.750000,-50.500000,-55.000000,70.000000
    20,209.000000,37.550000,81.150000,93.000000,69.000000
     1,216.000000,129.400000,43.800000,81.000000,77.000000
     2,55.000000,-48.800000,-31.600000,-77.000000,81.000000
     3,249.000000,-99.800000,-83.800000,-87.000000,-37.000000
     4,184.000000,-45.800000,6.600000,78.000000,-16.000000
     5,71.000000,33.800000,57.400000,-53.000000,76.000000
     6,127.000000,-82.000000,-75.400000,-80.000000,-36.000000
     7,212.000000,-76.600000,121.400000,-59.000000,71.000000
     8,110.000000,-70.000000,-28.800000,-80.000000,58.000000
     9,80.000000,68.800000,59.400000,57.000000,-39.000000
    10,55.000000,6.400000,-76.000000,76.000000,-50.000000
    11,56.000000,-11.400000,-2.000000,-51.000000,-5.000000
    12,201.000000,13.200000,28.200000,-82.000000,78.000000
    13,58.000000,62.400000,53.800000,-54.000000,-48.000000
    14,242.000000,52.400000,69.800000,-59.000000,-48.000000
    15,216.000000,15.400000,-9.600000,-54.000000,-29.000000
    16,221.000000,32.000000,24.600000,95.000000,64.000000
    17,105.000000,-4.400000,-52.200000,59.000000,92.000000
    18,135.000000,33.600000,99.600000,84.000000,54.000000
    19,141.000000,29.000000,-47.000000,-55.000000,70.000000
    20,209.000000,42.200000,84.600000,93.000000,69.000000
     1,216.000000,133.450000,47.650000,81.000000,77.000000
     2,55.000000,-52.650000,-27.550000,-77.000000,81.000000
     3,249.000000,-104.150000,-85.650000,-87.000000,-37.000000
     4,184.000000,-41.900000,5.800000,78.000000,-16.000000
     5,71.000000,31.150000,61.200000,-53.000000,76.000000
     6,127.000000,-86.000000,-77.200000,-80.000000,-36.000000
     7,212.000000,-79.550000,124.950000,-59.000000,71.000000
     8,110.000000,-74.000000,-25.900000,-80.000000,58.000000
     9,80.000000,71.650000,57.450000,57.000000,-39.000000
    10,55.000000,10.200000,-78.500000,76.000000,-50.000000
    11,56.000000,-13.950000,-2.250000,-51.000000,-5.000000
    12,201.000000,9.100000,32.100000,-82.000000,78.000000
    13,58.000000,59.700000,51.400000,-54.000000,-48.000000
    14,242.000000,49.450000,67.400000,-59.000000,-48.000000
    15,216.000000,12.700000,-11.050000,-54.000000,-29.000000
    16,221.000000,36.750000,27.800000,95.000000,64.000000
    17,105.000000,-1.450000,-47.600000,59.000000,92.000000
    18,135.000000,37.800000,102.300000,84.000000,54.000000
    19,141.000000,26.250000,-43.500000,-55.000000,70.000000
    20,209.000000,46.850000,88.050000,93.000000,69.000000
     1,216.000000,137.500000,51.500000,81.000000,77.000000
     2,55.000000,-56.500000,-23.500000,-77.000000,81.000000
     3,249.000000,-108.500000,-87.500000,-87.000000,-37.000000
     4,184.000000,-38.000000,5.000000,78.000000,-16.000000
     5,71.000000,28.500000,65.000000,-53.000000,76.000000
     6,127.000000,-90.000000,-79.000000,-80.000000,-36.000000
     7,212.000000,-82.500000,128.500000,-59.000000,71.000000
     8,110.000000,-78.000000,-23.000000,-80.000000,58.000000
     9,80.000000,74.500000,55.500000,57.000000,-39.000000
    10,55.000000,14.000000,-81.000000,76.000000,-50.000000
    11,56.000000,-16.500000,-2.500000,-51.000000,-5.000000
    12,201.000000,5.000000,36.000000,-82.000000,78.000000
    13,58.000000,57.000000,49.000000,-54.000000,-48.000000
    14,242.000000,46.500000,65.000000,-59.000000,-48.000000
    15,216.000000,10.000000,-12.500000,-54.000000,-29.000000
    16,221.000000,41.500000,31.000000,95.000000,64.000000
    17,105.000000,1.500000,-43.000000,59.000000,92.000000
    18,135.000000,42.000000,105.000000,84.000000,54.000000
    19,141.000000,23.500000,-40.000000,-55.000000,70.000000
    20,209.000000,51.500000,91.500000,93.000000,69.000000
     1,216.000000,141.550000,55.350000,81.000000,77.000000
     2,55.000000,-60.350000,-19.450000,-77.000000,81.000000
     3,249.000000,-112.850000,-89.350000,-87.000000,-37.000000
     4,184.000000,-34.100000,4.200000,78.000000,-16.000000
     5,71.000000,25.850000,68.800000,-53.000000,76.000000
     6,127.000000,-94.000000,-80.800000,-80.000000,-36.000000
     7,212.000000,-85.450000,132.050000,-59.000000,71.000000
     8,110.000000,-82.000000,-20.100000,-80.000000,58.000000
     9,80.000000,77.350000,53.550000,57.000000,-39.000000
    10,55.000000,17.800000,-83.500000,76.000000,-50.000000
    11,56.000000,-19.050000,-2.750000,-51.000000,-5.000000
    12,201.000000,0.900000,39.900000,-82.000000,78.000000
    13,58.000000,54.300000,46.600000,-54.000000,-48.000000
    14,242.000000,43.550000,62.600000,-59.000000,-48.000000
    15,216.000000,7.300000,-13.950000,-54.000000,-29.000000
    16,221.000000,46.250000,34.200000,95.000000,64.000000
    17,105.000000,4.450000,-38.400000,59.000000,92.000000
    18,135.000000,46.200000,107.700000,84.000000,54.000000
    19,141.000000,20.750000,-36.500000,-55.000000,70.000000
    20,209.000000,56.150000,94.950000,93.000000,69.000000
     1,216.000000,145.600000,59.200000,81.000000,77.000000
     2,55.000000,-64.200000,-15.400000,-77.000000,81.000000
     3,249.000000,-117.200000,-91.200000,-87.000000,-37.000000
     4,184.000000,-30.200000,3.400000,78.000000,-16.000000
     5,71.000000,23.200000,72.600000,-53.000000,76.000000
     6,127.000000,-98.000000,-82.600000,-80.000000,-36.000000
     7,212.000000,-88.400000,135.600000,-59.000000,71.000000
     8,110.000000,-86.000000,-17.200000,-80.000000,58.000000
     9,80.000000,80.200000,51.600000,57.000000,-39.000000
    10,55.000000,21.600000,-86.000000,76.000000,-50.000000
    11,56.000000,-21.600000,-3.000000,-51.000000,-5.000000
    12,201.000000,-3.200000,43.800000,-82.000000,78.000000
    13,58.000000,51.600000,44.200000,-54.000000,-48.000000
    14,242.000000,40.600000,60.200000,-59.000000,-48.000000
    15,216.000000,4.600000,-15.400000,-54.000000,-29.000000
    16,221.000000,51.000000,37.400000,95.000000,64.000000
    17,105.000000,7.400000,-33.800000,59.000000,92.000000
    18,135.000000,50.400000,110.400000,84.000000,54.000000
    19,141.000000,18.000000,-33.000000,-55.000000,70.000000
    20,209.000000,60.800000,98.400000,93.000000,69.000000
     1,216.000000,149.650000,63.050000,81.000000,77.000000
     2,55.000000,-68.050000,-11.350000,-77.000000,81.000000
     3,249.000000,-121.550000,-93.050000,-87.000000,-37.000000
     4,184.000000,-26.300000,2.600000,78.000000,-16.000000
     5,71.000000,20.550000,76.400000,-53.000000,76.000000
     6,127.000000,-102.000000,-84.400000,-80.000000,-36.000000
     7,212.000000,-91.350000,139.150000,-59.000000,71.000000
     8,110.000000,-90.000000,-14.300000,-80.000000,58.000000
     9,80.000000,83.050000,49.650000,57.000000,-39.000000
    10,55.000000,25.400000,-88.500000,76.000000,-50.000000
    11,56.000000,-24.150000,-3.250000,-51.000000,-5.000000
    12,201.000000,-7.300000,47.700000,-82.000000,78.000000
    13,58.000000,48.900000,41.800000,-54.000000,-48.000000
    14,242.000000,37.650000,57.800000,-59.000000,-48.000000
    15,216.000000,1.900000,-16.850000,-54.000000,-29.000000
    16,221.000000,55.750000,40.600000,95.000000,64.000000
    17,105.000000,10.350000,-29.200000,59.000000,92.000000
    18,135.000000,54.600000,113.100000,84.000000,54.000000
    19,141.000000,15.250000,-29.500000,-55.000000,70.000000
    20,209.000000,65.450000,101.850000,93.000000,69.000000
     1,216.000000,153.700000,66.900000,81.000000,77.000000
     2,55.000000,-71.900000,-7.300000,-77.000000,81.000000
     3,249.000000,-125.900000,-94.900000,-87.000000,-37.000000
     4,184.000000,-22.400000,1.800000,78.000000,-16.000000
     5,71.000000,17.900000,80.200000,-53.000000,76.000000
     6,127.000000,-106.000000,-86.200000,-80.000000,-36.000000
     7,212.000000,-94.300000,142.700000,-59.000000,71.000000
     8,110.000000,-94.000000,-11.400000,-80.000000,58.000000
     9,80.000000,85.900000,47.700000,57.000000,-39.000000
    10,55.000000,29.200000,-91.000000,76.000000,-50.000000
    11,56.000000,-26.700000,-3.500000,-51.000000,-5.000000
    12,201.000000,-11.400000,51.600000,-82.000000,78.000000
    13,58.000000,46.200000,39.400000,-54.000000,-48.000000
    14,242.000000,34.700000,55.400000,-59.000000,-48.000000
    15,216.000000,-0.800000,-18.300000,-54.000000,-29.000000
    16,221.000000,60.500000,43.800000,95.000000,64.000000
    17,105.000000,13.300000,-24.600000,59.000000,92.000000
    18,135.000000,58.800000,115.800000,84.000000,54.000000
    19,141.000000,12.500000,-26.000000,-55.000000,70.000000
    20,209.000000,70.100000,105.300000,93.000000,69.000000
     1,216.000000,157.750000,70.750000,81.000000,77.000000
     2,55.000000,-75.750000,-3.250000,-77.000000,81.000000
     3,249.000000,-130.250000,-96.750000,-87.000000,-37.000000
     4,184.000000,-18.500000,1.000000,78.000000,-16.000000
     5,71.000000,15.250000,84.000000,-53.000000,76.000000
     6,127.000000,-110.000000,-88.000000,-80.000000,-36.000000
     7,212.000000,-97.250000,146.250000,-59.000000,71.000000
     8,110.000000,-98.000000,-8.500000,-80.000000,58.000000
     9,80.000000,88.750000,45.750000,57.000000,-39.000000
    10,55.000000,33.000000,-93.500000,76.000000,-50.000000
    11,56.000000,-29.250000,-3.750000,-51.000000,-5.000000
    12,201.000000,-15.500000,55.500000,-82.000000,78.000000
    13,58.000000,43.500000,37.000000,-54.000000,-48.000000
    14,242.000000,31.750000,53.000000,-59.000000,-48.000000
    15,216.000000,-3.500000,-19.750000,-54.000000,-29.000000
    16,221.000000,65.250000,47.000000,95.000000,64.000000
    17,105.000000,16.250000,-20.000000,59.000000,92.000000
    18,135.000000,63.000000,118.500000,84.000000,54.000000
    19,141.000000,9.750000,-22.500000,-55.000000,70.000000
    20,209.000000,74.750000,108.750000,93.000000,69.000000
     1,216.000000,161.800000,74.600000,81.000000,77.000000
     2,55.000000,-79.600000,0.800000,-77.000000,81.000000
     3,249.000000,-134.600000,-98.600000,-87.000000,-37.000000
     4,184.000000,-14.600000,0.200000,78.000000,-16.000000
     5,71.000000,12.600000,87.800000,-53.000000,76.000000
     6,127.000000,-114.000000,-89.800000,-80.000000,-36.000000
     7,212.000000,-100.200000,149.800000,-59.000000,71.000000
     8,110.000000,-102.000000,-5.600000,-80.000000,58.000000
     9,80.000000,91.600000,43.800000,57.000000,-39.000000
    10,55.000000,36.800000,-96.000000,76.000000,-50.000000
    11,56.000000,-31.800000,-4.000000,-51.000000,-5.000000
    12,201.000000,-19.600000,59.400000,-82.000000,78.000000
    13,58.000000,40.800000,34.600000,-54.000000,-48.000000
    14,242.000000,28.800000,50.600000,-59.000000,-48.000000
    15,216.000000,-6.200000,-21.200000,-54.000000,-29.000000
    16,221.000000,70.000000,50.200000,95.000000,64.000000
    17,105.000000,19.200000,-15.400000,59.000000,92.000000
    18,135.000000,67.200000,121.200000,84.000000,54.000000
    19,141.000000,7.000000,-19.000000,-55.000000,70.000000
    20,209.000000,79.400000,112.200000,93.000000,69.000000
     1,216.000000,165.850000,78.450000,81.000000,77.000000
     2,55.000000,-83.450000,4.850000,-77.000000,81.000000
     3,249.000000,-138.950000,-100.450000,-87.000000,-37.000000
     4,184.000000,-10.700000,-0.600000,78.000000,-16.000000
     5,71.000000,9.950000,91.600000,-53.000000,76.000000
     6,127.000000,-118.000000,-91.600000,-80.000000,-36.000000
     7,212.000000,-103.150000,153.350000,-59.000000,71.000000
     8,110.000000,-106.000000,-2.700000,-80.000000,58.000000
     9,80.000000,94.450000,41.850000,57.000000,-39.000000
    10,55.000000,40.600000,-98.500000,76.000000,-50.000000
    11,56.000000,-34.350000,-4.250000,-51.000000,-5.000000
    12,201.000000,-23.700000,63.300000,-82.000000,78.000000
    13,58.000000,38.100000,32.200000,-54.000000,-48.000000
    14,242.000000,25.850000,48.200000,-59.000000,-48.000000
    15,216.000000,-8.900000,-22.650000,-54.000000,-29.000000
    16,221.000000,74.750000,53.400000,95.000000,64.000000
    17,105.000000,22.150000,-10.800000,59.000000,92.000000
    18,135.000000,71.400000,123.900000,84.000000,54.000000
    19,141.000000,4.250000,-15.500000,-55.000000,70.000000
    20,209.000000,84.050000,115.650000,93.000000,69.000000
     1,216.000000,169.900000,82.300000,81.000000,77.000000
     2,55.000000,-87.300000,8.900000,-77.000000,81.000000
     3,249.000000,-143.300000,-102.300000,-87.000000,-37.000000
     4,184.000000,-6.800000,-1.400000,78.000000,-16.000000
     5,71.000000,7.300000,95.400000,-53.000000,76.000000
     6,127.000000,-122.000000,-93.400000,-80.000000,-36.000000
     7,212.000000,-106.100000,156.900000,-59.000000,71.000000
     8,110.000000,-110.000000,0.200000,-80.000000,58.000000
     9,80.000000,97.300000,39.900000,57.000000,-39.000000
    10,55.000000,44.400000,-101.000000,76.000000,-50.000000
    11,56.000000,-36.900000,-4.500000,-51.000000,-5.000000
    12,201.000000,-27.800000,67.200000,-82.000000,78.000000
    13,58.000000,35.400000,29.800000,-54.000000,-48.000000
    14,242.000000,22.900000,45.800000,-59.000000,-48.000000
    15,216.000000,-11.600000,-24.100000,-54.000000,-29.000000
    16,221.000000,79.500000,56.600000,95.000000,64.000000
    17,105.000000,25.100000,-6.200000,59.000000,92.000000
    18,135.000000,75.600000,126.600000,84.000000,54.000000
    19,141.000000,1.500000,-12.000000,-55.000000,70.000000
    20,209.000000,88.700000,119.100000,93.000000,69.000000
     1,216.000000,173.950000,86.150000,81.000000,77.000000
     2,55.000000,-91.150000,12.950000,-77.000000,81.000000
     3,249.000000,-147.650000,-104.150000,-87.000000,-37.000000
     4,184.000000,-2.900000,-2.200000,78.000000,-16.000000
     5,71.000000,4.650000,99.200000,-53.000000,76.000000
     6,127.000000,-126.000000,-95.200000,-80.000000,-36.000000
     7,212.000000,-109.050000,160.450000,-59.000000,71.000000
     8,110.000000,-114.000000,3.100000,-80.000000,58.000000
     9,80.000000,100.150000,37.950000,57.000000,-39.000000
    10,55.000000,48.200000,-103.500000,76.000000,-50.000000
    11,56.000000,-39.450000,-4.750000,-51.000000,-5.000000
    12,201.000000,-31.900000,71.100000,-82.000000,78.000000
    13,58.000000,32.700000,27.400000,-54.000000,-48.000000
    14,242.000000,19.950000,43.400000,-59.000000,-48.000000
    15,216.000000,-14.300000,-25.550000,-54.000000,-29.000000
    16,221.000000,84.250000,59.800000,95.000000,64.000000
    17,105.000000,28.050000,-1.600000,59.000000,92.000000
    18,135.000000,79.800000,129.300000,84.000000,54.000000
    19,141.000000,-1.250000,-8.500000,-55.000000,70.000000
    20,209.000000,93.350000,122.550000,93.000000,69.000000
     1,216.000000,178.000000,90.000000,81.000000,77.000000
     2,55.000000,-95.000000,17.000000,-77.000000,81.000000
     3,249.000000,-152.000000,-106.000000,-87.000000,-37.000000
     4,184.000000,1.000000,-3.000000,78.000000,-16.000000
     5,71.000000,2.000000,103.000000,-53.000000,76.000000
     6,127.000000,-130.000000,-97.000000,-80.000000,-36.000000
     7,212.000000,-112.000000,164.000000,-59.000000,71.000000
     8,110.000000,-118.000000,6.000000,-80.000000,58.000000
     9,80.000000,103.000000,36.000000,57.000000,-39.000000
    10,55.000000,52.000000,-106.000000,76.000000,-50.000000
    11,56.000000,-42.000000,-5.000000,-51.000000,-5.000000
    12,201.000000,-36.000000,75.000000,-82.000000,78.000000
    13,58.000000,30.000000,25.000000,-54.000000,-48.000000
    14,242.000000,17.000000,41.000000,-59.000000,-48.000000
    15,216.000000,-17.000000,-27.000000,-54.000000,-29.000000
    16,221.000000,89.000000,63.000000,95.000000,64.000000
    17,105.000000,31.000000,3.000000,59.000000,92.000000
    18,135.000000,84.000000,132.000000,84.000000,54.000000
    19,141.000000,-4.000000,-5.000000,-55.000000,70.000000
    20,209.000000,98.000000,126.000000,93.000000,69.000000
     1,216.000000,182.050000,93.850000,81.000000,77.000000
     2,55.000000,-98.850000,21.050000,-77.000000,81.000000
     3,249.000000,-156.350000,-107.850000,-87.000000,-37.000000
     4,184.000000,4.900000,-3.800000,78.000000,-16.000000
     5,71.000000,-0.650000,106.800000,-53.000000,76.000000
     6,127.000000,-134.000000,-98.800000,-80.000000,-36.000000
     7,212.000000,-114.950000,167.550000,-59.000000,71.000000
     8,110.000000,-122.000000,8.900000,-80.000000,58.000000
     9,80.000000,105.850000,34.050000,57.000000,-39.000000
    10,55.000000,55.800000,-108.500000,76.000000,-50.000000
    11,56.000000,-44.550000,-5.250000,-51.000000,-5.000000
    12,201.000000,-40.100000,78.900000,-82.000000,78.000000
    13,58.000000,27.300000,22.600000,-54.000000,-48.000000
    14,242.000000,14.050000,38.600000,-59.000000,-48.000000
    15,216.000000,-19.700000,-28.450000,-54.000000,-29.000000
    16,221.000000,93.750000,66.200000,95.000000,64.000000
    17,105.000000,33.950000,7.600000,59.000000,92.000000
    18,135.000000,88.200000,134.700000,84.000000,54.000000
    19,141.000000,-6.750000,-1.500000,-55.000000,70.000000
    20,209.000000,102.650000,129.450000,93.000000,69.000000
     1,216.000000,186.100000,97.700000,81.000000,77.000000
     2,55.000000,-102.700000,25.100000,-77.000000,81.000000
     3,249.000000,-160.700000,-109.700000,-87.000000,-37.000000
     4,184.000000,8.800000,-4.600000,78.000000,-16.000000
     5,71.000000,-3.300000,110.600000,-53.000000,76.000000
     6,127.000000,-138.000000,-100.600000,-80.000000,-36.000000
     7,212.000000,-117.900000,171.100000,-59.000000,71.000000
     8,110.000000,-126.000000,11.800000,-80.000000,58.000000
     9,80.000000,108.700000,32.100000,57.000000,-39.000000
    10,55.000000,59.600000,-111.000000,76.000000,-50.000000
    11,56.000000,-47.100000,-5.500000,-51.000000,-5.000000
    12,201.000000,-44.200000,82.800000,-82.000000,78.000000
    13,58.000000,24.600000,20.200000,-54.000000,-48.000000
    14,242.000000,11.100000,36.200000,-59.000000,-48.000000
    15,216.000000,-22.400000,-29.900000,-54.000000,-29.000000
    16,221.000000,98.500000,69.400000,95.000000,64.000000
    17,105.000000,36.900000,12.200000,59.000000,92.000000
    18,135.000000,92.400000,137.400000,84.000000,54.000000
    19,141.000000,-9.500000,2.000000,-55.000000,70.000000
    20,209.000000,107.300000,132.900000,93.000000,69.000000
     1,216.000000,190.150000,101.550000,81.000000,77.000000
     2,55.000000,-106.550000,29.150000,-77.000000,81.000000
     3,249.000000,-165.050000,-111.550000,-87.000000,-37.000000
     4,184.000000,12.700000,-5.400000,78.000000,-16.000000
     5,71.000000,-5.950000,114.400000,-53.000000,76.000000
     6,127.000000,-142.000000,-102.400000,-80.000000,-36.000000
     7,212.000000,-120.850000,174.650000,-59.000000,71.000000
     8,110.000000,-130.000000,14.700000,-80.000000,58.000000
     9,80.000000,111.550000,30.150000,57.000000,-39.000000
    10,55.000000,63.400000,-113.500000,76.000000,-50.000000
    11,56.000000,-49.650000,-5.750000,-51.000000,-5.000000
    12,201.000000,-48.300000,86.700000,-82.000000,78.000000
    13,58.000000,21.900000,17.800000,-54.000000,-48.000000
    14,242.000000,8.150000,33.800000,-59.000000,-48.000000
    15,216.000000,-25.100000,-31.350000,-54.000000,-29.000000
    16,221.000000,103.250000,72.600000,95.000000,64.000000
    17,105.000000,39.850000,16.800000,59.000000,92.000000
    18,135.000000,96.600000,140.100000,84.000000,54.000000
    19,141.000000,-12.250000,5.500000,-55.000000,70.000000
    20,209.000000,111.950000,136.350000,93.000000,69.000000
     1,216.000000,194.200000,105.400000,81.000000,77.000000
     2,55.000000,-110.400000,33.200000,-77.000000,81.000000
     3,249.000000,-169.400000,-113.400000,-87.000000,-37.000000
     4,184.000000,16.600000,-6.200000,78.000000,-16.000000
     5,71.000000,-8.600000,118.200000,-53.000000,76.000000
     6,127.000000,-146.000000,-104.200000,-80.000000,-36.000000
