n_bodies,n_threads,n_retries,mean_comp_time,hyper_threading,speed_up,efficiency
2040,40,14,22.381843856403,True,4.1688823336519105,0.10422205834129776
2040,60,14,22.081242118563,True,4.225635176975553,0.07042725294959255
2040,120,14,21.663549491337,True,4.3071092059418286,0.03589257671618191
2160,1,4,95.845423042774,True,1.0,1.0
2160,2,6,59.549546559652,True,1.6095071848576323,0.8047535924288162
2160,4,9,35.488096316655,True,2.7007766826250568,0.6751941706562642
2160,6,10,30.529184341431,True,3.139468843021222,0.5232448071702037
2160,12,11,28.471350648186,True,3.366381322302341,0.2805317768585284
2160,24,12,25.78860159715,True,3.716580857698242,0.15485753573742675
2160,30,13,24.412919466312,True,3.926012338468306,0.13086707794894353
2160,40,13,23.840894002181,True,4.0202109465360625,0.10050527366340156
2160,60,13,23.580176463494,True,4.0646609744909465,0.06774434957484911
2160,120,13,23.381097335082,True,4.099269665113768,0.034160580542614734
2280,1,3,110.173017978668,True,1.0,1.0
2280,2,5,67.401491928101,True,1.634578327972214,0.817289163986107
2280,4,8,39.229554980993,True,2.8084187555032836,0.7021046888758209
2280,6,9,35.339584324095,True,3.1175527410929553,0.5195921235154926
2280,12,10,32.442660236359,True,3.395930456257571,0.2829942046881309
2280,24,11,29.798965063962,True,3.6972095420826556,0.15405039758677733
2280,30,11,28.302037997679,True,3.8927591711841774,0.12975863903947257
2280,40,11,28.197124372829,True,3.9072430408836905,0.09768107602209226
2280,60,12,27.061315278212,True,4.0712366285969885,0.06785394380994982
2280,120,12,26.25527425607,True,4.196224229240223,0.034968535243668525
2400,1,3,118.224571545919,True,1.0,1.0
2400,2,4,74.214507997036,True,1.5930115921625554,0.7965057960812777
2400,4,8,42.836992591619,True,2.759870952496546,0.6899677381241365
2400,6,9,36.827522463269,True,3.21022332316364,0.5350372205272733
2400,12,10,33.190786004066,True,3.5619696240829017,0.2968308020069085
2400,24,10,30.096707391739,True,3.9281563264415267,0.16367318026839695
2400,30,11,28.595061540604,True,4.134440185695848,0.13781467285652826
2400,40,11,28.729547522285,True,4.115086443815876,0.10287716109539691
2400,60,11,28.361012480476,True,4.168559624847878,0.06947599374746463
2400,120,11,27.866932370446,True,4.2424680971092785,0.035353900809243985
